"Date","Open","High","Low","Close","Volume","ticker","name"
"2006-05-25 00:00:00-04:00","3.662180198970522","4.184699505738189","3.653092695672855","4.1801557540893555","395343000","MA","Mastercard Inc. (MA) Historical Data"
"2006-05-26 00:00:00-04:00","4.20741653491481","4.24740032382598","4.0084045204821885","4.082920551300049","103044000","MA","Mastercard Inc. (MA) Historical Data"
"2006-05-30 00:00:00-04:00","4.086556130101833","4.087464793597944","3.8939051695008713","3.9984092712402344","49898000","MA","Mastercard Inc. (MA) Historical Data"
"2006-05-31 00:00:00-04:00","4.030214831369563","4.121996348114079","4.030214831369563","4.083829879760742","30002000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-01 00:00:00-04:00","4.0829198333761525","4.37098687547759","4.080193410379505","4.317371845245361","62344000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-02 00:00:00-04:00","4.407335869020922","4.425510432948844","4.2519431957766685","4.27011775970459","37253000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-05 00:00:00-04:00","4.27557262131747","4.475493372357565","4.271028869403824","4.466405868530273","37188000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-06 00:00:00-04:00","4.541828773628641","4.600896224930973","4.343725862584741","4.389162063598633","49045000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-07 00:00:00-04:00","4.391886768011025","4.398247842329581","4.248307614369772","4.325549602508545","25013000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-08 00:00:00-04:00","4.325550952430152","4.336455345153809","4.134717796686715","4.336455345153809","34439000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-09 00:00:00-04:00","4.434601979888082","4.434601979888082","4.332824242316374","4.341911315917969","13372000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-12 00:00:00-04:00","4.36190329281636","4.384621191577456","4.20741915467051","4.266486644744873","14546000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-13 00:00:00-04:00","4.198331611584503","4.3028357648941205","4.116546223468431","4.134720802307129","16716000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-14 00:00:00-04:00","4.080195444251149","4.130175846489513","4.038393881763871","4.1001877784729","15971000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-15 00:00:00-04:00","4.125631062715049","4.191059597776199","4.1010954162316064","4.1756110191345215","16500000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-16 00:00:00-04:00","4.134719056523306","4.180155267777654","4.089282411953001","4.091099739074707","12280000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-19 00:00:00-04:00","4.130172992701471","4.130172992701471","4.007494381045444","4.029304027557373","11509000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-20 00:00:00-04:00","4.06565454956373","4.089281530315827","3.95024606921395","4.000226020812988","23792000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-21 00:00:00-04:00","4.000228041400332","4.169251645501676","3.9984107137524707","4.116545677185059","18063000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-22 00:00:00-04:00","4.216503700327082","4.266484087604216","4.1692497365895145","4.234678268432617","13038000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-23 00:00:00-04:00","4.2701213005549","4.355542211832671","4.259216466492534","4.266486644744873","11612000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-26 00:00:00-04:00","4.2664854083741375","4.316465377807617","4.219231430008222","4.316465377807617","8565000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-27 00:00:00-04:00","4.316466449148557","4.364629103157564","4.293748118016129","4.299200534820557","9826000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-28 00:00:00-04:00","4.257396471497799","4.307376424104355","4.225591086504161","4.267392635345459","8756000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-29 00:00:00-04:00","4.266483746338945","4.370078732922606","4.266483746338945","4.361900329589844","14470000","MA","Mastercard Inc. (MA) Historical Data"
"2006-06-30 00:00:00-04:00","4.330094512962312","4.361900329589844","4.234677929711413","4.361900329589844","25964000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-03 00:00:00-04:00","4.352813001114958","4.361900501456845","4.253761760620407","4.2982892990112305","7029000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-05 00:00:00-04:00","4.307374609237597","4.347358814465442","4.244672529052444","4.325549602508545","13266000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-06 00:00:00-04:00","4.293745804054911","4.302833304936947","4.251944253292504","4.252852916717529","8097000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-07 00:00:00-04:00","4.24830875324178","4.257395818997594","4.157435495788805","4.19105863571167","8380000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-10 00:00:00-04:00","4.198329400827939","4.231952548966514","4.191059659783789","4.224682807922363","4978000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-11 00:00:00-04:00","4.224682469842498","4.224682469842498","4.116543726352329","4.211960315704346","8079000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-12 00:00:00-04:00","4.216502288976217","4.216502288976217","4.138351628949477","4.139260292053223","7672000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-13 00:00:00-04:00","4.105641006336818","4.105641006336818","4.025672520256815","4.063839435577393","16625000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-14 00:00:00-04:00","4.054751003053165","4.060203418280602","3.9893224536399234","3.993866205215454","9663000","MA","Mastercard Inc. (MA) Historical Data"
"2006-07-17 00:00:00-04:00","3.990230721328052","4.013857707197027","3.9756912377083546","3.9975008964538574","6458000","MA","Mastercard Inc. (MA) Historical Data"
